HudongItem1,relation,HudongItem2
冰糖,has part,食糖
LDH,country,澳大利亚
尼古丁,instance of,杂环化合物
波兰,instance of,国家
髯海豹,taxon rank,种
茅根,taxon rank,种
Brim,country,澳大利亚
袁江,sex or gender,男性
尼古丁,subclass of,化合物
Jersey,located in the administrative territorial entity,美国
戴云山,instance of,山
MLD,instance of,基因
1870年,instance of,年
波兰,part of,中欧
袁江,country of citizenship,中国
尿嘧啶,found in taxon,智人
Caesar,Roman cognomen,Caesar
Higher,country of origin,美国
戴云山,country,中华人民共和国
山榄科,taxon rank,科
pearl,material used,珍珠母
波兰,part of,东欧
尿嘧啶,has part,氮
Caesar,place of birth,罗马
Jersey,deepest point,大西洋
MLD,found in taxon,智人
pearl,streak color,白色
1870年,follows,1869年
尿嘧啶,has part,氧
Caesar,place of death,罗马
尼古丁,found in taxon,茄科
坡缕石,crystal system,单斜晶系
1870年,followed by,1871年
尿嘧啶,has part,碳
尼古丁,medical condition treated,溃疡性结肠炎
尿嘧啶,together with,腺嘌呤
波兰,continent,欧洲
波兰,country,波兰
波兰,capital,华沙
尼古丁,has part,氮
波兰,located in or next to body of water,波罗的海
尼古丁,has part,碳
Caesar,child,Julia
林中小屋,color,彩色
Caesar,languages spoken written or signed,拉丁语
宿县,country,中华人民共和国
女神,subclass of,神
女神,sex or gender,女性
防护服,subclass of,服装
波兰,located in or next to body of water,维斯瓦河
性激素,subclass of,甾体激素
Oncology,instance of,期刊
h,instance of,热带雨林
猫鲨科,taxon rank,科
金露花,taxon rank,种
布雷松,country,法国
Oncology,country of origin,美国
景天科,taxon rank,科
h,part of,南美洲
听神经,instance of,脑神经
教育部,subclass of,部
性激素,produced by,生殖腺
h,continent,南美洲
水苋菜,taxon rank,种
人格,instance of,概念
桉,taxon rank,种
初级生产量,has effect,生物质
h,country,巴西
Caesar,occupation,历史学家
桉,parent taxon,桉树
性激素,has part,雄激素
猫鲨科,Code of nomenclature,国际动物命名法规
h,country,秘鲁
性激素,has part,雌激素
h,country,厄瓜多尔
巴伊亚,official language,葡萄牙语
h,country,哥伦比亚
巴伊亚,country,巴西
人格,has part,情绪
巴伊亚,capital,萨尔瓦多
巴伊亚,located in the administrative territorial entity,巴西
h,country,圭亚那
Jersey,shares border with,纽约州
Jersey,shares border with,宾夕法尼亚州
Caesar,residence,罗马
Jersey,shares border with,特拉华州
Caesar,medical condition,癫痫
善卷洞,instance of,洞穴
借款人,instance of,概念
善卷洞,country,中华人民共和国
蜻蜓,taxon rank,亚目
人造太阳,country,中华人民共和国
芜菁甘蓝,subclass of,蔬菜
Q值,instance of,物理量
寿春,instance of,县
裕固族,instance of,族群
蜻蜓,parent taxon,蜻蛉目
春榆,taxon rank,变种
雪山草蜥,taxon rank,种
寿春,country,中华人民共和国
垂丝卫矛,taxon rank,种
仰韶遗址,country,中华人民共和国
借款人,subclass of,法人
垂丝卫矛,parent taxon,卫矛属
借款人,opposite of,债权人
芜菁甘蓝,has fruit type,角果
波兰,diplomatic relation,加拿大
大辽河,instance of,河流
麻,instance of,俗名
蜂窝,subclass of,住宅
建宁,instance of,年号
波兰,diplomatic relation,意大利
褶胸鱼,taxon rank,种
大辽河,mouth of the watercourse,黄海
骆驼,taxon rank,属
波兰,diplomatic relation,巴西
富春江,instance of,河流
卵形,subclass of,曲线
中专,subclass of,中学
大辽河,country,中华人民共和国
麻,this taxon is source of,hemp
骆驼,parent taxon,骆驼科
波兰,diplomatic relation,德国
富春江,mouth of the watercourse,杭州湾
Stars,country,美国
蜡烛,use,照明
sd,instance of,共和制
波兰,diplomatic relation,澳大利亚
三明,country,中华人民共和国
周书,instance of,图书
富春江,country,中华人民共和国
波兰,diplomatic relation,乌克兰
沙巴州,part of,马来西亚
水角,taxon rank,种
李秉滔,sex or gender,男性
周书,part of,二十四史
南宫县,country,中华人民共和国
密陀僧,instance of,化合物
Stars,sport,棒球
sd,instance of,国家
波兰,diplomatic relation,塞尔维亚
813年,instance of,年
沙巴州,country,马来西亚
李秉滔,country of citizenship,中华人民共和国
密陀僧,has part,氧
波兰,diplomatic relation,白俄罗斯
荔蝽,taxon rank,种
琼楠,taxon rank,种
蓝鲸,taxon rank,种
南宫县,located in the administrative territorial entity,邢台市
密陀僧,has part,铅
波兰,diplomatic relation,捷克
813年,follows,812年
沙巴州,located in the administrative territorial entity,马来西亚
sd,official language,英语
波兰,diplomatic relation,捷克斯洛伐克
o,country of origin,日本
sd,continent,非洲
波兰,diplomatic relation,俄罗斯
波兰,diplomatic relation,英国
波兰,diplomatic relation,斯洛伐克
波兰,diplomatic relation,西班牙
sd,deepest point,红海
波兰,diplomatic relation,匈牙利
sd,basic form of government,联邦共和国
波兰,diplomatic relation,法国
波兰,diplomatic relation,巴基斯坦
波兰,diplomatic relation,保加利亚
波兰,diplomatic relation,丹麦
波兰,diplomatic relation,格鲁吉亚
sd,diplomatic relation,巴西
奶制品,subclass of,食品
三叉神经核,subclass of,神经
苷类,subclass of,有机化合物
Hoover,instance of,姓氏
sd,diplomatic relation,德国
波兰,diplomatic relation,立陶宛
王履,sex or gender,男性
Hoover,writing system,拉丁文字
sd,diplomatic relation,沙特阿拉伯
西州,instance of,州
王履,country of citizenship,中国
Hoover,different from,Hoover
sd,diplomatic relation,塞尔维亚
波兰,diplomatic relation,菲律宾
垂枝,sex or gender,女性
HJ,sex or gender,男性
刺茄,taxon rank,种
苷类,has part,碳
sd,diplomatic relation,摩洛哥
波兰,diplomatic relation,印度尼西亚
垂枝,country of citizenship,越南
HJ,country of citizenship,印度尼西亚
sd,diplomatic relation,巴基斯坦
波兰,diplomatic relation,墨西哥
Order,country of origin,美国
苷类,has part,氧
sd,diplomatic relation,保加利亚
波兰,diplomatic relation,土耳其
Order,original language of work,英语
sd,diplomatic relation,乍得
波兰,diplomatic relation,乌拉圭
sd,diplomatic relation,丹麦
sd,diplomatic relation,埃及
波兰,diplomatic relation,美国
sd,diplomatic relation,马来西亚
波兰,diplomatic relation,阿塞拜疆
sd,diplomatic relation,挪威
波兰,diplomatic relation,中华人民共和国
sd,diplomatic relation,英国
波兰,diplomatic relation,希腊
sd,diplomatic relation,土耳其
波兰,diplomatic relation,印度
波兰,diplomatic relation,朝鲜民主主义人民共和国
sd,diplomatic relation,美国
波兰,diplomatic relation,孟加拉国
sd,diplomatic relation,俄罗斯
波兰,member of,联合国
1689年,instance of,年
向海,instance of,自然保护区
盆栽,instance of,艺术
伊州,instance of,诗
sd,diplomatic relation,中华人民共和国
元公,sex or gender,男性
向海,country,中华人民共和国
盆栽,country,日本
佛肚竹,taxon rank,种
sd,diplomatic relation,伊朗
亚甲基,different from,甲烯
六边形,subclass of,多边形
元公,family name,元
1689年,follows,1688年
盆栽,country of origin,中国
伊州,genre,唐诗
sd,diplomatic relation,孟加拉国
波兰,member of,欧洲空间局
异型莎草,taxon rank,种
六边形,follows,五边形
Au,subclass of,金属
1689年,followed by,1690年
盆栽,country of origin,日本
伊州,author,白居易
sd,member of,联合国
西弗,based on,焦耳
紫金牛科,taxon rank,科
Au,subclass of,过敏原
伊州,country of origin,唐朝
西弗,based on,千克
六边形,has vertex figure,线段
Au,color,金色
伊州,language of work or name,文言文
六边形,has facet polytope,边
六边形,has parts of the class,边
六边形,has parts of the class,顶点
Order,filming location,保加利亚
Order,color,彩色
正定县,instance of,县
田,instance of,姓氏
单纯形方法,subclass of,算法
南瓜,subclass of,浆果
黄杨科,taxon rank,科
周诒春,sex or gender,男性
正定县,country,中华人民共和国
Hundred,country,美国
单纯形方法,solves,线性规划
重氮甲烷,instance of,化合物
法学博士,instance of,学位
scabies,instance of,疾病
黄杨科,parent taxon,大戟目
周诒春,family name,周
次郎,language of work or name,日语
阿特拉斯,sex or gender,男性
周诒春,educated at,清华大学
重氮甲烷,has part,氮
阿特拉斯,mother,Asia
重氮甲烷,has part,碳
黄杨科,has fruit type,蒴果
小姐,country of origin,大韩民国
波兰,public holiday,新年
波兰,public holiday,圣诞节
sd,shares border with,乍得
sd,shares border with,埃塞俄比亚
sd,shares border with,厄立特里亚
它山堰,instance of,堤
道格拉斯,instance of,镇
sd,shares border with,埃及
它山堰,country,中华人民共和国
道格拉斯,country,英国
茶梨属,taxon rank,属
斑苦竹,taxon rank,种
阿基米德,sex or gender,男性
小姐,narrative location,大韩民国
sd,shares border with,利比亚
小姐,color,彩色
sd,shares border with,肯尼亚
日本白姑鱼,taxon rank,种
Red,writing system,拉丁文字
定量分析,studied by,分析化学
兰州站,country,中华人民共和国
sd,shares border with,乌干达
Red,family name identical to this given name,Red
定量分析,opposite of,定性分析
Red,different from,Red
小姐,ClassInd rating,18
波兰,contains administrative territorial entity,卢布林省
道格拉斯,different from,Douglas
阿基米德,occupation,数学家
阿基米德,occupation,物理学家
阿基米德,occupation,天文学家
阿基米德,occupation,发明家
小姐,KMRB film rating,19
兰州站,connecting line,包兰铁路
阿基米德,occupation,工程师
阿基米德,occupation,哲学家
阿基米德,field of work,几何学
阿基米德,field of work,数学
阿基米德,field of work,力学
阿基米德,field of work,工程学
波兰,shares border with,捷克
波兰,shares border with,德国
波兰,shares border with,乌克兰
波兰,shares border with,斯洛伐克
波兰,shares border with,白俄罗斯
fox,instance of,俗名
资产,subclass of,资源
麦地那,instance of,镇
直径,subclass of,线段
rase,instance of,基因
波兰,shares border with,立陶宛
son,subclass of,子代
麦地那,country,沙特阿拉伯
rase,found in taxon,黑腹果蝇
果皮,part of,生物
波兰,shares border with,俄罗斯
半径,subclass of,线段
son,subclass of,男人
直径,has parts of the class,半径
波兰,shares border with,东德
凌霄属,taxon rank,属
fox,different from,狐属
波兰,shares border with,捷克斯洛伐克
无机酸,subclass of,酸
夜盲症,instance of,疾病
义县,instance of,县
凌霄属,parent taxon,紫葳科
son,has quality,男性
波兰,shares border with,苏联
紫参,taxon rank,种
油桐,taxon rank,种
血球,subclass of,细胞
李隆基,sex or gender,男性
义县,country,中华人民共和国
半径,part of,直径
油桐,parent taxon,油桐属
李隆基,family name,李
义县,located in the administrative territorial entity,锦州市
六月,named after,夏季
李隆基,place of birth,西安市
六月,follows,5月
油桐,has fruit type,核果
李隆基,place of death,西安市
六月,followed by,7月
Gamer,country of origin,美国
李隆基,father,唐睿宗
Gamer,original language of work,英语
促甲状腺素,instance of,激素
乳腺,subclass of,外分泌腺
奥陶纪,instance of,纪
甲状腺肿,instance of,疾病
庄田,instance of,姓氏
促甲状腺素,instance of,化合物
乳腺,replaces,汗腺
奥陶纪,instance of,system
薜荔,taxon rank,种
庄田,language of work or name,日语
橙花,subclass of,花
酪蛋白,instance of,化合物
比斯利,instance of,村
山东半岛,instance of,半岛
促甲状腺素,found in taxon,智人
奥陶纪,part of,古生代
甲状腺肿,afflicts,甲状腺
苏颂,sex or gender,男性
酪蛋白,instance of,蛋白质
伊利,instance of,县城
山东半岛,country,中华人民共和国
苏颂,country of citizenship,中国
伊利,instance of,大城市
比斯利,country,英国
山东半岛,located in or next to body of water,黄海
奥陶纪,follows,寒武纪
酪蛋白,subclass of,蛋白质
伊利,country,美国
酪蛋白,subclass of,奶制品
酪蛋白,has part,碳
苏颂,occupation,天文学家
苏颂,occupation,工程师
酪蛋白,has part,氮
酪蛋白,has part,氧
苏颂,occupation,发明家
酪蛋白,has part,磷
伊利,sister city,淄博市
Gamer,narrative location,纽约州
苏颂,occupation,建筑师
Gamer,filming location,新墨西哥州
伊利,shares border with,伊利湖
Gamer,color,彩色
苏颂,occupation,数学家
巴伊亚,contains administrative territorial entity,瓦格纳
肺炎,instance of,疾病
潼关,country,中华人民共和国
栗属,taxon rank,属
董浩,sex or gender,男性
猿,taxon rank,总科
反枝苋,taxon rank,种
缓激肽,instance of,化合物
脎,subclass of,化学物质
907年,instance of,年
江汉地区,country,中华人民共和国
上林县,instance of,县
董浩,country of citizenship,中华人民共和国
反枝苋,parent taxon,苋属
水豚,taxon rank,种
脎,subclass of,糖类
王君,sex or gender,男性
上林县,country,中华人民共和国
卡林,country,捷克
栗属,has fruit type,坚果
董浩,family name,董
运筹学,subclass of,系统科学
警察,instance of,专业
巴尔克,instance of,市镇
缓激肽,instance of,蛋白质
王君,country of citizenship,中华人民共和国
董浩,place of birth,北京市
印度鳓,taxon rank,种
槲寄生属,taxon rank,属
巴尔克,country,德国
蓼目,taxon rank,科
王君,family name,王
肺炎,symptoms,咳嗽
PID,instance of,疾病
丝心蛋白,subclass of,硬蛋白
damage,subclass of,事件
槲寄生属,parent taxon,檀香科
缓激肽,subclass of,蛋白质
王君,place of birth,大同市
